famille,activitesprincipales,tailleentreprisesquirecrutent
Exploitation / Maintenance / Fin de vie,"Définir, en phase amont et de programmation, les spécifications performancielles d'exploitation et de maintenance puis en valider la faisabilité technico-économique,Veiller, en phase de conception, au respect des performances pré-définies.,Evaluer les coûts d'exploitation et de maintenance à prendre en compte dans le coût global du projet ,Etablir les cahiers des charges des entreprises qui prendront en charge l'exploitation et/ou la maintenance des équipements et des ouvrages de son domaine d'activité,Examiner, comparer et proposer au client les offres les mieux disantes et l'assister dans la rédaction des marchés correspondants,Conduire des missions de supervision et établir des rapports réguliers sur la tenue des performances d'exploitation,Proposer des améliorations ou des travaux de rénovation et assurer la maîtrise d'oeuvre","[{'name': 'sans salariés', 'value': 60}, {'name': '1-9 salariés', 'value': 1061}, {'name': '10-49 salariés', 'value': 1025}, {'name': '50 salariés et plus', 'value': 870}, {'name': '250 salariés et plus', 'value': 1511}, {'name': 'non renseigné', 'value': 270}]"
Essais / Contrôle,"Veiller à l'application rigoureuse des méthodes d'analyse dans le laboratoire et au respect des exigences de sécurité ,Mettre en œuvre des procédés d'analyses physiques, chimiques, microbiologiques... afin de caractériser les propriétés d'un produit et de ses composants ,Procéder à l'interprétation des résultats et vérifier la conformité avec les normes spécifiques ,Rédiger des compte-rendus sur les analyses effectuées, les méthodes appliquées et les résultats obtenus","[{'name': 'sans salariés', 'value': 1}, {'name': '1-9 salariés', 'value': 27}, {'name': '10-49 salariés', 'value': 47}, {'name': '50 salariés et plus', 'value': 103}, {'name': '250 salariés et plus', 'value': 45}, {'name': 'non renseigné', 'value': 25}]"
Exploitation / Maintenance / Fin de vie,"Définir, en phase amont et de programmation, les spécifications performancielles d'exploitation et de maintenance puis en valider la faisabilité technico-économique,Veiller, en phase de conception, au respect des performances pré-définies.,Evaluer les coûts d'exploitation et de maintenance à prendre en compte dans le coût global du projet ,Etablir les cahiers des charges des entreprises qui prendront en charge l'exploitation et/ou la maintenance des équipements et des ouvrages de son domaine d'activité,Examiner, comparer et proposer au client les offres les mieux disantes et l'assister dans la rédaction des marchés correspondants,Conduire des missions de supervision et établir des rapports réguliers sur la tenue des performances d'exploitation,Proposer des améliorations ou des travaux de rénovation et assurer la maîtrise d'oeuvre","[{'name': 'sans salariés', 'value': 60}, {'name': '1-9 salariés', 'value': 1061}, {'name': '10-49 salariés', 'value': 1025}, {'name': '50 salariés et plus', 'value': 870}, {'name': '250 salariés et plus', 'value': 1511}, {'name': 'non renseigné', 'value': 270}]"
Essais / Contrôle,"Concevoir et réaliser des plans et des scénarii de tests de validation fonctionnelle et technique,Gérer les plannings et piloter l'avancement des tests,Réaliser les tests et les essais sur son périmètre,Analyser les écarts de performance par rapport aux cahier des charges,Identifier les anomalies et dysfonctionnements constatés au cours des tests effectués, rechercher leurs causes, évaluer leurs conséquences et proposer des actions correctives et évolutives,Automatiser et standardiser les procédures d'essais,Rédiger des comptes rendus et des bilans et assurer leur diffusion aux acteurs concernés","[{'name': 'sans salariés', 'value': 8}, {'name': '1-9 salariés', 'value': 171}, {'name': '10-49 salariés', 'value': 201}, {'name': '50 salariés et plus', 'value': 187}, {'name': '250 salariés et plus', 'value': 242}, {'name': 'non renseigné', 'value': 36}]"
Essais / Contrôle,"Concevoir et réaliser des plans et des scénarii de tests de validation fonctionnelle et technique,Gérer les plannings et piloter l'avancement des tests,Réaliser les tests et les essais sur son périmètre,Analyser les écarts de performance par rapport aux cahier des charges,Identifier les anomalies et dysfonctionnements constatés au cours des tests effectués, rechercher leurs causes, évaluer leurs conséquences et proposer des actions correctives et évolutives,Automatiser et standardiser les procédures d'essais,Rédiger des comptes rendus et des bilans et assurer leur diffusion aux acteurs concernés","[{'name': 'sans salariés', 'value': 8}, {'name': '1-9 salariés', 'value': 171}, {'name': '10-49 salariés', 'value': 201}, {'name': '50 salariés et plus', 'value': 187}, {'name': '250 salariés et plus', 'value': 242}, {'name': 'non renseigné', 'value': 36}]"
Essais / Contrôle,"Veiller à l'application rigoureuse des méthodes d'analyse dans le laboratoire et au respect des exigences de sécurité ,Mettre en œuvre des procédés d'analyses physiques, chimiques, microbiologiques... afin de caractériser les propriétés d'un produit et de ses composants ,Procéder à l'interprétation des résultats et vérifier la conformité avec les normes spécifiques ,Rédiger des compte-rendus sur les analyses effectuées, les méthodes appliquées et les résultats obtenus","[{'name': 'sans salariés', 'value': 1}, {'name': '1-9 salariés', 'value': 27}, {'name': '10-49 salariés', 'value': 47}, {'name': '50 salariés et plus', 'value': 103}, {'name': '250 salariés et plus', 'value': 45}, {'name': 'non renseigné', 'value': 25}]"
Système d'Information,"Préparer et installer le matériel et/ou logiciel des systèmes et réseaux informatiques,Diagnostiquer et corriger les dysfonctionnements décrits par les utilisateurs,Réaliser l'intégration de nouveaux composants en respectant les normes et standards définis,Assurer la maintenance préventive,Réaliser des évolutions et des mises à jour,Suivre les incidents,Sécuriser les postes informatiques et les données","[{'name': 'sans salariés', 'value': 32}, {'name': '1-9 salariés', 'value': 584}, {'name': '10-49 salariés', 'value': 448}, {'name': '50 salariés et plus', 'value': 545}, {'name': '250 salariés et plus', 'value': 411}, {'name': 'non renseigné', 'value': 201}]"
Système d'Information,"Préparer et installer le matériel et/ou logiciel des systèmes et réseaux informatiques,Diagnostiquer et corriger les dysfonctionnements décrits par les utilisateurs,Réaliser l'intégration de nouveaux composants en respectant les normes et standards définis,Assurer la maintenance préventive,Réaliser des évolutions et des mises à jour,Suivre les incidents,Sécuriser les postes informatiques et les données","[{'name': 'sans salariés', 'value': 32}, {'name': '1-9 salariés', 'value': 584}, {'name': '10-49 salariés', 'value': 448}, {'name': '50 salariés et plus', 'value': 545}, {'name': '250 salariés et plus', 'value': 411}, {'name': 'non renseigné', 'value': 201}]"
Mise en œuvre / Réalisation,"Rédiger les gammes de fabrication et de contrôle pour les ateliers,Elaborer les gammes de contrôle et les plans de surveillance sur son périmètre,Définir les points de contrôle cotation sur son périmètre fonctionnel,Participer à des plans d'amélioration des process de production,Superviser les fournisseurs et veiller à l'application du planning sur son périmètre,Animer des réunions sur son périmètre","[{'name': 'sans salariés', 'value': 3}, {'name': '1-9 salariés', 'value': 39}, {'name': '10-49 salariés', 'value': 85}, {'name': '50 salariés et plus', 'value': 59}, {'name': '250 salariés et plus', 'value': 35}, {'name': 'non renseigné', 'value': 17}]"
Mise en œuvre / Réalisation,"Rédiger les gammes de fabrication et de contrôle pour les ateliers,Elaborer les gammes de contrôle et les plans de surveillance sur son périmètre,Définir les points de contrôle cotation sur son périmètre fonctionnel,Participer à des plans d'amélioration des process de production,Superviser les fournisseurs et veiller à l'application du planning sur son périmètre,Animer des réunions sur son périmètre","[{'name': 'sans salariés', 'value': 3}, {'name': '1-9 salariés', 'value': 39}, {'name': '10-49 salariés', 'value': 85}, {'name': '50 salariés et plus', 'value': 59}, {'name': '250 salariés et plus', 'value': 35}, {'name': 'non renseigné', 'value': 17}]"
Développement commercial,"Vérifier les informations sur le prospect,Contacter el client et présenter l'entreprise et le service à vendre,Détecter et spécifier le besoin du prospect et le conseiller dans le choix de solutions adaptées,Proposer un rendez-vous ou un transfert vers un attaché commercial pour finaliser la vente,Mettre à jour et développer la base de données clients (CRM),Assurer le suivi des prospects et effectuer des relances téléphoniques,Assurer le reporting","[{'name': '1-9 salariés', 'value': 14}, {'name': '10-49 salariés', 'value': 4}, {'name': '50 salariés et plus', 'value': 4}, {'name': '250 salariés et plus', 'value': 2}, {'name': 'non renseigné', 'value': 4}]"
Développement commercial,"Vérifier les informations sur le prospect,Contacter el client et présenter l'entreprise et le service à vendre,Détecter et spécifier le besoin du prospect et le conseiller dans le choix de solutions adaptées,Proposer un rendez-vous ou un transfert vers un attaché commercial pour finaliser la vente,Mettre à jour et développer la base de données clients (CRM),Assurer le suivi des prospects et effectuer des relances téléphoniques,Assurer le reporting","[{'name': '1-9 salariés', 'value': 14}, {'name': '10-49 salariés', 'value': 4}, {'name': '50 salariés et plus', 'value': 4}, {'name': '250 salariés et plus', 'value': 2}, {'name': 'non renseigné', 'value': 4}]"
